message_id,account_id,timestamp,author_role,channel,topic,text
MSG0003758,ACC00386,2025-09-20T13:00:00,customer,meeting_notes,API reliability,Could you help us understand why this is happening?
MSG0003759,ACC00386,2025-12-26T15:00:00,agent,support_chat,permissions,Could you help us understand why this is happening?
MSG0003760,ACC00386,2024-03-12T17:00:00,agent,meeting_notes,API reliability,The latest release has made the workflow much easier for our team.
MSG0003761,ACC00386,2024-03-25T17:00:00,customer,meeting_notes,SSO,This has been affecting the team for a while and we need a clearer resolution.
MSG0003762,ACC00386,2024-03-13T10:00:00,customer,support_chat,API reliability,This has been affecting the team for a while and we need a clearer resolution.
MSG0003763,ACC00386,2024-09-27T16:00:00,customer,meeting_notes,billing configuration,This has been affecting the team for a while and we need a clearer resolution.
MSG0003764,ACC00386,2024-01-24T09:00:00,customer,support_chat,invoice reconciliation,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003765,ACC00386,2024-01-07T12:00:00,agent,meeting_notes,invoice reconciliation,We've been getting good value from the platform and adoption is steady.
MSG0003766,ACC00386,2025-03-01T17:00:00,customer,meeting_notes,invoice reconciliation,We've been getting good value from the platform and adoption is steady.
MSG0003767,ACC00386,2025-01-21T11:00:00,customer,support_chat,permissions,Could you help us understand why this is happening?
MSG0003768,ACC00386,2024-07-10T18:00:00,agent,support_chat,user provisioning,Could you help us understand why this is happening?
MSG0003769,ACC00387,2025-11-27T14:00:00,customer,meeting_notes,data synchronization,The latest release has made the workflow much easier for our team.
MSG0003770,ACC00387,2025-03-13T18:00:00,agent,email,SSO,We've been getting good value from the platform and adoption is steady.
MSG0003771,ACC00387,2025-08-07T10:00:00,customer,support_chat,permissions,This has been affecting the team for a while and we need a clearer resolution.
MSG0003772,ACC00387,2025-07-16T10:00:00,customer,email,invoice reconciliation,This has been affecting the team for a while and we need a clearer resolution.
MSG0003773,ACC00387,2025-09-12T11:00:00,customer,meeting_notes,data synchronization,This has been affecting the team for a while and we need a clearer resolution.
MSG0003774,ACC00387,2025-11-03T14:00:00,customer,meeting_notes,billing configuration,We've had to follow up several times and this is starting to become frustrating.
MSG0003775,ACC00387,2025-04-25T14:00:00,agent,meeting_notes,renewal terms,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003776,ACC00387,2025-06-24T10:00:00,agent,meeting_notes,data synchronization,We're reviewing the latest changes and have a few questions.
MSG0003777,ACC00387,2024-01-28T11:00:00,customer,support_chat,dashboard performance,The reporting changes are useful and the team is happy with them.
MSG0003778,ACC00387,2025-03-24T09:00:00,customer,meeting_notes,renewal terms,The reporting changes are useful and the team is happy with them.
MSG0003779,ACC00387,2025-03-12T10:00:00,customer,meeting_notes,permissions,We've had to follow up several times and this is starting to become frustrating.
MSG0003780,ACC00387,2025-02-11T10:00:00,customer,meeting_notes,usage reporting,We're reviewing the latest changes and have a few questions.
MSG0003781,ACC00387,2024-06-08T10:00:00,agent,meeting_notes,API reliability,We've had to follow up several times and this is starting to become frustrating.
MSG0003782,ACC00387,2024-12-15T18:00:00,customer,support_chat,invoice reconciliation,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003783,ACC00387,2024-10-03T18:00:00,agent,meeting_notes,workflow automation,We're still evaluating the change internally.
MSG0003784,ACC00387,2025-06-09T16:00:00,agent,email,integration errors,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003785,ACC00387,2024-11-10T12:00:00,customer,support_chat,data synchronization,We're reviewing the latest changes and have a few questions.
MSG0003786,ACC00387,2024-11-28T11:00:00,agent,support_chat,data synchronization,The latest release has made the workflow much easier for our team.
MSG0003787,ACC00388,2024-08-01T11:00:00,customer,support_chat,dashboard performance,Could you help us understand why this is happening?
MSG0003788,ACC00388,2024-02-21T09:00:00,agent,meeting_notes,data synchronization,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003789,ACC00388,2024-01-24T17:00:00,customer,meeting_notes,renewal terms,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003790,ACC00388,2024-03-05T08:00:00,agent,email,permissions,The latest release has made the workflow much easier for our team.
MSG0003791,ACC00388,2024-06-24T08:00:00,customer,meeting_notes,permissions,The reporting changes are useful and the team is happy with them.
MSG0003792,ACC00389,2024-08-03T09:00:00,customer,email,API reliability,The latest release has made the workflow much easier for our team.
MSG0003793,ACC00389,2024-08-20T09:00:00,customer,support_chat,permissions,The latest release has made the workflow much easier for our team.
MSG0003794,ACC00389,2024-05-27T12:00:00,agent,support_chat,billing configuration,We've had to follow up several times and this is starting to become frustrating.
MSG0003795,ACC00389,2024-02-06T18:00:00,customer,email,dashboard performance,The reporting changes are useful and the team is happy with them.
MSG0003796,ACC00389,2024-08-26T14:00:00,agent,meeting_notes,report exports,We've had to follow up several times and this is starting to become frustrating.
MSG0003797,ACC00389,2024-02-11T13:00:00,customer,email,permissions,Could you help us understand why this is happening?
MSG0003798,ACC00389,2024-08-01T13:00:00,customer,email,renewal terms,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003799,ACC00389,2024-03-14T16:00:00,agent,email,permissions,The latest release has made the workflow much easier for our team.
MSG0003800,ACC00389,2024-03-14T15:00:00,customer,email,SSO,We've had to follow up several times and this is starting to become frustrating.
MSG0003801,ACC00390,2024-02-14T10:00:00,agent,support_chat,dashboard performance,We've had to follow up several times and this is starting to become frustrating.
MSG0003802,ACC00390,2025-03-12T17:00:00,customer,email,dashboard performance,Could you help us understand why this is happening?
MSG0003803,ACC00390,2024-07-05T13:00:00,customer,email,invoice reconciliation,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003804,ACC00390,2024-07-28T13:00:00,customer,support_chat,SSO,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003805,ACC00390,2024-07-21T08:00:00,customer,email,usage reporting,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003806,ACC00390,2024-12-21T12:00:00,customer,email,renewal terms,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003807,ACC00390,2024-08-04T18:00:00,agent,email,user provisioning,This has been affecting the team for a while and we need a clearer resolution.
MSG0003808,ACC00390,2025-01-14T17:00:00,customer,support_chat,permissions,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003809,ACC00390,2025-02-09T17:00:00,agent,meeting_notes,API reliability,We're still evaluating the change internally.
MSG0003810,ACC00391,2025-06-21T12:00:00,customer,meeting_notes,user provisioning,The reporting changes are useful and the team is happy with them.
MSG0003811,ACC00391,2025-03-02T08:00:00,customer,support_chat,SSO,We're reviewing the latest changes and have a few questions.
MSG0003812,ACC00391,2025-10-27T17:00:00,agent,meeting_notes,workflow automation,We're still evaluating the change internally.
MSG0003813,ACC00391,2025-03-17T13:00:00,agent,support_chat,billing configuration,We've had to follow up several times and this is starting to become frustrating.
MSG0003814,ACC00391,2024-07-08T12:00:00,agent,support_chat,permissions,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003815,ACC00391,2025-04-23T08:00:00,agent,meeting_notes,billing configuration,We're reviewing the latest changes and have a few questions.
MSG0003816,ACC00391,2025-12-17T08:00:00,agent,email,permissions,This has been affecting the team for a while and we need a clearer resolution.
MSG0003817,ACC00391,2025-02-24T16:00:00,customer,meeting_notes,permissions,This has been affecting the team for a while and we need a clearer resolution.
MSG0003818,ACC00391,2025-08-28T15:00:00,customer,support_chat,user provisioning,The reporting changes are useful and the team is happy with them.
MSG0003819,ACC00391,2024-09-15T12:00:00,agent,email,permissions,Could you help us understand why this is happening?
MSG0003820,ACC00391,2024-07-08T13:00:00,agent,email,workflow automation,Could you help us understand why this is happening?
MSG0003821,ACC00391,2024-07-06T15:00:00,agent,support_chat,user provisioning,We're reviewing the latest changes and have a few questions.
MSG0003822,ACC00391,2024-04-06T08:00:00,customer,email,integration errors,The latest release has made the workflow much easier for our team.
MSG0003823,ACC00391,2024-09-10T14:00:00,customer,support_chat,report exports,We're still evaluating the change internally.
MSG0003824,ACC00391,2024-02-06T16:00:00,customer,email,renewal terms,We've had to follow up several times and this is starting to become frustrating.
MSG0003825,ACC00392,2024-07-08T15:00:00,agent,email,renewal terms,Could you help us understand why this is happening?
MSG0003826,ACC00392,2024-05-09T11:00:00,agent,meeting_notes,usage reporting,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003827,ACC00392,2024-04-20T11:00:00,agent,support_chat,mobile access,We're reviewing the latest changes and have a few questions.
MSG0003828,ACC00392,2024-10-28T17:00:00,customer,meeting_notes,permissions,We're still evaluating the change internally.
MSG0003829,ACC00392,2024-10-15T16:00:00,agent,meeting_notes,invoice reconciliation,The latest release has made the workflow much easier for our team.
MSG0003830,ACC00392,2024-02-19T14:00:00,agent,email,integration errors,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003831,ACC00392,2024-03-14T18:00:00,customer,meeting_notes,integration errors,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003832,ACC00393,2024-08-23T13:00:00,agent,support_chat,data synchronization,We've been getting good value from the platform and adoption is steady.
MSG0003833,ACC00393,2024-01-18T14:00:00,customer,meeting_notes,renewal terms,The latest release has made the workflow much easier for our team.
MSG0003834,ACC00393,2025-09-18T16:00:00,agent,email,SSO,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003835,ACC00393,2025-05-25T11:00:00,customer,email,billing configuration,This has been affecting the team for a while and we need a clearer resolution.
MSG0003836,ACC00393,2025-06-11T16:00:00,customer,meeting_notes,invoice reconciliation,We've been getting good value from the platform and adoption is steady.
MSG0003837,ACC00393,2024-09-17T16:00:00,customer,email,invoice reconciliation,We're reviewing the latest changes and have a few questions.
MSG0003838,ACC00393,2024-02-12T08:00:00,agent,meeting_notes,integration errors,The reporting changes are useful and the team is happy with them.
MSG0003839,ACC00393,2025-02-23T13:00:00,agent,support_chat,report exports,The latest release has made the workflow much easier for our team.
MSG0003840,ACC00393,2024-11-28T16:00:00,customer,meeting_notes,renewal terms,We're reviewing the latest changes and have a few questions.
MSG0003841,ACC00393,2024-11-18T13:00:00,customer,support_chat,billing configuration,We're reviewing the latest changes and have a few questions.
MSG0003842,ACC00394,2024-03-08T16:00:00,agent,email,SSO,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003843,ACC00394,2025-08-19T17:00:00,agent,email,mobile access,We've been getting good value from the platform and adoption is steady.
MSG0003844,ACC00394,2025-11-17T08:00:00,agent,meeting_notes,usage reporting,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003845,ACC00394,2025-07-17T14:00:00,customer,email,permissions,We're reviewing the latest changes and have a few questions.
MSG0003846,ACC00394,2024-07-11T09:00:00,customer,email,report exports,The reporting changes are useful and the team is happy with them.
MSG0003847,ACC00394,2025-04-27T11:00:00,customer,meeting_notes,mobile access,The latest release has made the workflow much easier for our team.
MSG0003848,ACC00394,2025-07-26T14:00:00,agent,meeting_notes,API reliability,We've been getting good value from the platform and adoption is steady.
MSG0003849,ACC00394,2024-05-21T13:00:00,agent,meeting_notes,user provisioning,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003850,ACC00394,2024-12-10T15:00:00,agent,support_chat,invoice reconciliation,We've been getting good value from the platform and adoption is steady.
MSG0003851,ACC00394,2025-08-27T18:00:00,customer,support_chat,mobile access,Could you help us understand why this is happening?
MSG0003852,ACC00394,2024-01-12T08:00:00,agent,support_chat,usage reporting,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003853,ACC00394,2025-12-15T08:00:00,customer,support_chat,API reliability,We're still evaluating the change internally.
MSG0003854,ACC00394,2024-06-06T16:00:00,customer,meeting_notes,report exports,We've been getting good value from the platform and adoption is steady.
MSG0003855,ACC00394,2024-11-12T15:00:00,customer,email,renewal terms,We're still evaluating the change internally.
MSG0003856,ACC00394,2025-11-04T15:00:00,customer,email,workflow automation,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003857,ACC00394,2024-01-05T15:00:00,customer,support_chat,usage reporting,We're reviewing the latest changes and have a few questions.
MSG0003858,ACC00395,2024-12-08T15:00:00,customer,email,usage reporting,We're still evaluating the change internally.
MSG0003859,ACC00395,2024-09-06T16:00:00,customer,support_chat,data synchronization,We're still evaluating the change internally.
MSG0003860,ACC00395,2025-06-08T08:00:00,agent,email,user provisioning,This has been affecting the team for a while and we need a clearer resolution.
MSG0003861,ACC00395,2024-03-22T10:00:00,customer,meeting_notes,usage reporting,We've been getting good value from the platform and adoption is steady.
MSG0003862,ACC00395,2024-10-03T08:00:00,customer,meeting_notes,usage reporting,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003863,ACC00395,2025-10-11T13:00:00,agent,email,user provisioning,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003864,ACC00395,2024-02-16T18:00:00,customer,email,SSO,The reporting changes are useful and the team is happy with them.
MSG0003865,ACC00395,2024-04-06T18:00:00,customer,support_chat,workflow automation,We're still evaluating the change internally.
MSG0003866,ACC00395,2024-09-27T10:00:00,customer,support_chat,permissions,The reporting changes are useful and the team is happy with them.
MSG0003867,ACC00395,2024-10-04T10:00:00,agent,meeting_notes,report exports,The reporting changes are useful and the team is happy with them.
MSG0003868,ACC00395,2025-10-15T16:00:00,customer,email,usage reporting,Could you help us understand why this is happening?
MSG0003869,ACC00395,2025-06-11T11:00:00,customer,support_chat,user provisioning,We've had to follow up several times and this is starting to become frustrating.
MSG0003870,ACC00395,2025-10-01T17:00:00,agent,meeting_notes,user provisioning,This has been affecting the team for a while and we need a clearer resolution.
MSG0003871,ACC00395,2025-11-09T14:00:00,customer,support_chat,renewal terms,Could you help us understand why this is happening?
MSG0003872,ACC00395,2024-06-16T11:00:00,customer,email,billing configuration,We've been getting good value from the platform and adoption is steady.
MSG0003873,ACC00395,2024-04-25T10:00:00,agent,email,workflow automation,The reporting changes are useful and the team is happy with them.
MSG0003874,ACC00395,2024-01-20T15:00:00,customer,support_chat,renewal terms,We're reviewing the latest changes and have a few questions.
MSG0003875,ACC00395,2025-02-23T10:00:00,agent,support_chat,API reliability,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003876,ACC00396,2025-09-25T11:00:00,customer,email,workflow automation,We've had to follow up several times and this is starting to become frustrating.
MSG0003877,ACC00396,2025-01-09T15:00:00,customer,email,SSO,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003878,ACC00396,2025-03-05T11:00:00,customer,support_chat,report exports,The latest release has made the workflow much easier for our team.
MSG0003879,ACC00396,2024-11-04T08:00:00,agent,meeting_notes,billing configuration,We've had to follow up several times and this is starting to become frustrating.
MSG0003880,ACC00396,2025-11-16T10:00:00,agent,meeting_notes,integration errors,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003881,ACC00396,2025-12-25T11:00:00,customer,support_chat,dashboard performance,Could you help us understand why this is happening?
MSG0003882,ACC00396,2024-09-22T14:00:00,customer,meeting_notes,dashboard performance,We're reviewing the latest changes and have a few questions.
MSG0003883,ACC00396,2024-11-16T08:00:00,agent,meeting_notes,renewal terms,The latest release has made the workflow much easier for our team.
MSG0003884,ACC00396,2024-01-12T10:00:00,customer,support_chat,workflow automation,The latest release has made the workflow much easier for our team.
MSG0003885,ACC00396,2024-06-17T12:00:00,agent,support_chat,invoice reconciliation,We're still evaluating the change internally.
MSG0003886,ACC00397,2025-06-07T16:00:00,agent,meeting_notes,invoice reconciliation,We're reviewing the latest changes and have a few questions.
MSG0003887,ACC00397,2025-10-26T13:00:00,customer,email,dashboard performance,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003888,ACC00397,2024-01-05T11:00:00,customer,email,renewal terms,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003889,ACC00397,2025-01-13T15:00:00,customer,email,dashboard performance,The reporting changes are useful and the team is happy with them.
MSG0003890,ACC00397,2025-12-04T10:00:00,agent,support_chat,dashboard performance,Could you help us understand why this is happening?
MSG0003891,ACC00397,2025-10-22T11:00:00,customer,support_chat,usage reporting,Could you help us understand why this is happening?
MSG0003892,ACC00397,2025-04-21T10:00:00,customer,meeting_notes,data synchronization,This has been affecting the team for a while and we need a clearer resolution.
MSG0003893,ACC00397,2024-10-21T15:00:00,customer,email,billing configuration,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003894,ACC00397,2024-01-23T10:00:00,agent,support_chat,report exports,We've been getting good value from the platform and adoption is steady.
MSG0003895,ACC00397,2025-11-08T10:00:00,customer,support_chat,user provisioning,The latest release has made the workflow much easier for our team.
MSG0003896,ACC00398,2024-08-26T16:00:00,customer,meeting_notes,user provisioning,We've been getting good value from the platform and adoption is steady.
MSG0003897,ACC00398,2025-02-21T15:00:00,customer,support_chat,usage reporting,We've had to follow up several times and this is starting to become frustrating.
MSG0003898,ACC00398,2025-10-13T14:00:00,agent,meeting_notes,renewal terms,We've been getting good value from the platform and adoption is steady.
MSG0003899,ACC00398,2024-11-12T18:00:00,customer,meeting_notes,mobile access,We're still evaluating the change internally.
MSG0003900,ACC00398,2024-10-17T17:00:00,agent,support_chat,integration errors,The reporting changes are useful and the team is happy with them.
MSG0003901,ACC00398,2025-07-15T14:00:00,customer,support_chat,data synchronization,We're reviewing the latest changes and have a few questions.
MSG0003902,ACC00398,2024-09-13T12:00:00,agent,email,integration errors,Could you help us understand why this is happening?
MSG0003903,ACC00398,2024-06-17T13:00:00,customer,email,workflow automation,We're reviewing the latest changes and have a few questions.
MSG0003904,ACC00398,2024-01-25T16:00:00,customer,support_chat,permissions,We're still evaluating the change internally.
MSG0003905,ACC00398,2025-07-10T14:00:00,customer,email,SSO,Could you help us understand why this is happening?
MSG0003906,ACC00398,2024-10-03T16:00:00,customer,meeting_notes,mobile access,This has been affecting the team for a while and we need a clearer resolution.
MSG0003907,ACC00398,2025-03-26T13:00:00,customer,support_chat,user provisioning,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003908,ACC00398,2024-08-19T09:00:00,agent,meeting_notes,integration errors,Could you help us understand why this is happening?
MSG0003909,ACC00398,2025-08-28T08:00:00,agent,support_chat,user provisioning,We've been getting good value from the platform and adoption is steady.
MSG0003910,ACC00398,2024-07-09T11:00:00,customer,meeting_notes,permissions,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003911,ACC00399,2024-09-01T16:00:00,customer,meeting_notes,mobile access,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003912,ACC00399,2024-11-06T09:00:00,agent,email,billing configuration,This has been affecting the team for a while and we need a clearer resolution.
MSG0003913,ACC00399,2024-04-09T11:00:00,customer,support_chat,invoice reconciliation,Could you help us understand why this is happening?
MSG0003914,ACC00399,2024-01-02T12:00:00,agent,email,permissions,Could you help us understand why this is happening?
MSG0003915,ACC00399,2024-04-24T08:00:00,customer,meeting_notes,usage reporting,We've had to follow up several times and this is starting to become frustrating.
MSG0003916,ACC00399,2024-08-10T10:00:00,customer,meeting_notes,API reliability,We're still evaluating the change internally.
MSG0003917,ACC00399,2024-01-15T15:00:00,customer,meeting_notes,user provisioning,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003918,ACC00399,2024-05-20T10:00:00,customer,meeting_notes,data synchronization,We're reviewing the latest changes and have a few questions.
MSG0003919,ACC00399,2024-01-12T09:00:00,customer,meeting_notes,report exports,This has been affecting the team for a while and we need a clearer resolution.
MSG0003920,ACC00400,2024-07-01T16:00:00,customer,meeting_notes,user provisioning,We're reviewing the latest changes and have a few questions.
MSG0003921,ACC00400,2024-03-25T16:00:00,agent,meeting_notes,report exports,We've been getting good value from the platform and adoption is steady.
MSG0003922,ACC00400,2024-02-18T18:00:00,customer,meeting_notes,integration errors,The latest release has made the workflow much easier for our team.
MSG0003923,ACC00401,2024-03-14T12:00:00,customer,email,renewal terms,We've had to follow up several times and this is starting to become frustrating.
MSG0003924,ACC00401,2024-07-02T11:00:00,agent,support_chat,renewal terms,Our payment was rejected again and we'd like help resolving the billing issue.
MSG0003925,ACC00401,2024-03-10T15:00:00,agent,support_chat,integration errors,We've been getting good value from the platform and adoption is steady.
MSG0003926,ACC00402,2024-10-20T14:00:00,customer,email,user provisioning,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003927,ACC00402,2025-07-27T14:00:00,customer,support_chat,integration errors,We've been getting good value from the platform and adoption is steady.
MSG0003928,ACC00402,2025-10-28T12:00:00,agent,email,data synchronization,This has been affecting the team for a while and we need a clearer resolution.
MSG0003929,ACC00402,2025-10-21T11:00:00,agent,email,invoice reconciliation,The reporting changes are useful and the team is happy with them.
MSG0003930,ACC00402,2025-02-24T14:00:00,customer,meeting_notes,report exports,The reporting changes are useful and the team is happy with them.
MSG0003931,ACC00402,2025-05-16T12:00:00,customer,meeting_notes,permissions,The reporting changes are useful and the team is happy with them.
MSG0003932,ACC00402,2025-08-28T16:00:00,agent,meeting_notes,API reliability,Could you help us understand why this is happening?
MSG0003933,ACC00402,2024-12-22T10:00:00,customer,email,permissions,We've been getting good value from the platform and adoption is steady.
MSG0003934,ACC00402,2024-01-27T18:00:00,customer,email,user provisioning,This has been affecting the team for a while and we need a clearer resolution.
MSG0003935,ACC00403,2024-02-25T14:00:00,customer,email,mobile access,This has been affecting the team for a while and we need a clearer resolution.
MSG0003936,ACC00403,2024-05-06T13:00:00,customer,support_chat,user provisioning,We've had to follow up several times and this is starting to become frustrating.
MSG0003937,ACC00403,2024-06-21T16:00:00,agent,meeting_notes,report exports,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003938,ACC00403,2024-06-03T09:00:00,agent,email,billing configuration,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003939,ACC00403,2024-02-16T11:00:00,agent,email,renewal terms,Could you help us understand why this is happening?
MSG0003940,ACC00403,2024-04-20T15:00:00,customer,support_chat,billing configuration,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003941,ACC00404,2025-10-23T08:00:00,customer,email,billing configuration,The reporting changes are useful and the team is happy with them.
MSG0003942,ACC00404,2024-02-07T15:00:00,agent,email,billing configuration,We're reviewing the latest changes and have a few questions.
MSG0003943,ACC00404,2024-09-03T10:00:00,agent,email,billing configuration,The latest release has made the workflow much easier for our team.
MSG0003944,ACC00404,2025-07-10T18:00:00,agent,support_chat,usage reporting,This has been affecting the team for a while and we need a clearer resolution.
MSG0003945,ACC00404,2024-09-11T15:00:00,agent,support_chat,workflow automation,Could you help us understand why this is happening?
MSG0003946,ACC00404,2024-05-06T10:00:00,customer,support_chat,billing configuration,This has been affecting the team for a while and we need a clearer resolution.
MSG0003947,ACC00404,2025-03-28T09:00:00,agent,meeting_notes,billing configuration,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003948,ACC00404,2025-06-26T13:00:00,agent,email,renewal terms,Could you help us understand why this is happening?
MSG0003949,ACC00404,2024-01-22T15:00:00,agent,meeting_notes,usage reporting,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003950,ACC00404,2024-07-11T11:00:00,agent,support_chat,data synchronization,We've been getting good value from the platform and adoption is steady.
MSG0003951,ACC00404,2024-04-27T14:00:00,customer,support_chat,renewal terms,The reporting changes are useful and the team is happy with them.
MSG0003952,ACC00405,2024-07-24T18:00:00,agent,support_chat,billing configuration,We've been getting good value from the platform and adoption is steady.
MSG0003953,ACC00405,2024-05-14T12:00:00,customer,support_chat,user provisioning,The latest release has made the workflow much easier for our team.
MSG0003954,ACC00405,2024-01-07T11:00:00,agent,email,dashboard performance,We're still evaluating the change internally.
MSG0003955,ACC00405,2024-04-28T08:00:00,customer,email,usage reporting,The latest release has made the workflow much easier for our team.
MSG0003956,ACC00406,2024-09-05T18:00:00,agent,meeting_notes,usage reporting,Could you help us understand why this is happening?
MSG0003957,ACC00406,2025-05-21T15:00:00,customer,support_chat,permissions,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003958,ACC00406,2024-06-27T13:00:00,customer,support_chat,renewal terms,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003959,ACC00406,2024-07-17T08:00:00,customer,support_chat,invoice reconciliation,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003960,ACC00406,2025-10-18T12:00:00,agent,email,permissions,Could you help us understand why this is happening?
MSG0003961,ACC00406,2024-12-23T09:00:00,customer,meeting_notes,invoice reconciliation,This has been affecting the team for a while and we need a clearer resolution.
MSG0003962,ACC00406,2025-11-02T18:00:00,customer,meeting_notes,workflow automation,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003963,ACC00406,2024-09-10T10:00:00,agent,email,permissions,Could you help us understand why this is happening?
MSG0003964,ACC00406,2024-08-14T16:00:00,agent,support_chat,workflow automation,We're reviewing the latest changes and have a few questions.
MSG0003965,ACC00407,2024-05-26T18:00:00,agent,meeting_notes,mobile access,We're reviewing the latest changes and have a few questions.
MSG0003966,ACC00407,2024-03-27T08:00:00,agent,email,permissions,The reporting changes are useful and the team is happy with them.
MSG0003967,ACC00407,2024-05-12T08:00:00,agent,support_chat,SSO,This has been affecting the team for a while and we need a clearer resolution.
MSG0003968,ACC00407,2024-06-13T16:00:00,agent,support_chat,report exports,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003969,ACC00408,2024-05-19T16:00:00,agent,email,user provisioning,Could you help us understand why this is happening?
MSG0003970,ACC00408,2024-12-14T11:00:00,customer,email,permissions,The reporting changes are useful and the team is happy with them.
MSG0003971,ACC00408,2024-04-06T16:00:00,customer,support_chat,permissions,The latest release has made the workflow much easier for our team.
MSG0003972,ACC00408,2024-10-16T08:00:00,agent,email,report exports,We're still evaluating the change internally.
MSG0003973,ACC00408,2024-03-14T17:00:00,customer,support_chat,usage reporting,The latest release has made the workflow much easier for our team.
MSG0003974,ACC00408,2024-04-08T08:00:00,agent,email,permissions,Could you help us understand why this is happening?
MSG0003975,ACC00408,2024-11-18T12:00:00,customer,meeting_notes,renewal terms,This has been affecting the team for a while and we need a clearer resolution.
MSG0003976,ACC00408,2025-06-07T14:00:00,agent,email,permissions,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003977,ACC00408,2024-01-07T17:00:00,customer,email,dashboard performance,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003978,ACC00408,2024-08-23T09:00:00,agent,email,renewal terms,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0003979,ACC00408,2024-03-20T09:00:00,agent,support_chat,mobile access,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003980,ACC00408,2025-06-05T10:00:00,customer,support_chat,billing configuration,We're reviewing the latest changes and have a few questions.
MSG0003981,ACC00409,2025-03-12T11:00:00,customer,support_chat,workflow automation,We've had to follow up several times and this is starting to become frustrating.
MSG0003982,ACC00409,2024-03-21T16:00:00,customer,meeting_notes,mobile access,Could you help us understand why this is happening?
MSG0003983,ACC00409,2024-03-02T11:00:00,agent,support_chat,renewal terms,This has been affecting the team for a while and we need a clearer resolution.
MSG0003984,ACC00409,2025-05-26T15:00:00,agent,email,dashboard performance,Could you help us understand why this is happening?
MSG0003985,ACC00409,2024-11-24T18:00:00,customer,support_chat,user provisioning,Thanks for getting this sorted so quickly. Everything is working now.
MSG0003986,ACC00409,2025-09-10T14:00:00,customer,email,permissions,Could you help us understand why this is happening?
MSG0003987,ACC00409,2024-09-01T08:00:00,customer,support_chat,SSO,We're still evaluating the change internally.
MSG0003988,ACC00409,2025-09-01T13:00:00,customer,meeting_notes,user provisioning,We've been getting good value from the platform and adoption is steady.
MSG0003989,ACC00409,2024-04-26T08:00:00,customer,meeting_notes,usage reporting,Could you help us understand why this is happening?
MSG0003990,ACC00409,2024-05-16T14:00:00,customer,support_chat,invoice reconciliation,Could you help us understand why this is happening?
MSG0003991,ACC00409,2024-06-15T17:00:00,agent,email,report exports,The reporting changes are useful and the team is happy with them.
MSG0003992,ACC00409,2025-06-23T08:00:00,agent,email,workflow automation,"The workflow is mostly fine, although there are a couple of things we'd like improved."
